ObjectID,GlobalID,Date and Time,Notes about area assessed:,Select shrub subspecies,Shrub height (cm),Shrub width 1 (cm),Shrub width 2 (cm),Number of green Rhopalomyia californica galls,Number of dried Rhopalomyia californica galls,distinct areas of Puccinia evadens,Number of Gnorimoschema baccharisella galls,Presence of Aceria baccharipha galls,other notes,CreationDate,Creator,EditDate,Editor,x,y
235,ea9e8850-e81f-482d-98da-7f3527c3f575,4/30/2021 6:25:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. ",Baccharis pilularis ssp. consanguinea,60,20,18,0,0,0,0,no,,4/30/2021 6:28:28 PM,pbonebra_UCSDOnline,4/30/2021 6:28:28 PM,pbonebra_UCSDOnline,-117.233561772629,32.8842145059875
236,98d98609-2d69-4ef4-9818-b170c49b9353,4/30/2021 6:28:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. ",Baccharis pilularis ssp. consanguinea,60,20,15,0,2,3,1,no,,4/30/2021 6:30:39 PM,pbonebra_UCSDOnline,4/30/2021 6:30:39 PM,pbonebra_UCSDOnline,-117.233457397335,32.8842483121183
237,fdd6274d-f0db-4b10-8a33-293edbafc37a,4/30/2021 6:30:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. ",Baccharis pilularis ssp. consanguinea,100,60,50,2,0,0,0,no,,4/30/2021 6:32:40 PM,pbonebra_UCSDOnline,4/30/2021 6:32:40 PM,pbonebra_UCSDOnline,-117.233461611737,32.884268009618
238,9e397d82-cef7-4a5f-9415-3a82ea0b189a,4/30/2021 6:32:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. Primarily I’m shaded area.",Baccharis pilularis ssp. consanguinea,110,50,65,0,0,2,0,yes,,4/30/2021 6:33:40 PM,pbonebra_UCSDOnline,4/30/2021 6:33:40 PM,pbonebra_UCSDOnline,-117.23309974584,32.8846784625345
239,5fb4fe9b-4119-4a62-830f-a9aa7e9cebc2,4/30/2021 6:33:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. Primarily in sun.",Baccharis pilularis ssp. consanguinea,200,300,250,15,25,6,0,no,,4/30/2021 6:35:19 PM,pbonebra_UCSDOnline,4/30/2021 6:35:19 PM,pbonebra_UCSDOnline,-117.233029278824,32.8848032044971
240,62672189-0a31-4ece-a4f4-9fa138f0fe61,4/30/2021 6:35:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. ",Baccharis pilularis ssp. consanguinea,75,40,32,0,4,4,0,no,,4/30/2021 6:36:16 PM,pbonebra_UCSDOnline,4/30/2021 6:36:16 PM,pbonebra_UCSDOnline,-117.232475798835,32.8849784557129
241,3107dde5-97ea-49c0-8fad-e7ed33fb8fb0,4/30/2021 6:36:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. ",Baccharis pilularis ssp. consanguinea,130,30,34,0,0,3,0,no,,4/30/2021 6:37:11 PM,pbonebra_UCSDOnline,4/30/2021 6:37:11 PM,pbonebra_UCSDOnline,-117.232413812463,32.8849156982701
242,2df3f8dc-902d-469a-ba56-649272d3a4fe,4/30/2021 6:37:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. Surrounded by dead leaves and in gravel ",Baccharis pilularis ssp. consanguinea,78,50,60,0,0,2,0,no,,4/30/2021 6:38:51 PM,pbonebra_UCSDOnline,4/30/2021 6:38:51 PM,pbonebra_UCSDOnline,-117.232145313451,32.8849083790604
243,0925cf3f-1087-47fc-a448-d5eeaad9b5cf,4/30/2021 6:38:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. ",Baccharis pilularis ssp. consanguinea,160,70,55,3,3,1,0,no,,4/30/2021 6:39:45 PM,pbonebra_UCSDOnline,4/30/2021 6:39:45 PM,pbonebra_UCSDOnline,-117.232145243624,32.8848248157688
244,19ba2747-bb4b-4311-aa00-83ac0d4c01df,4/30/2021 6:39:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side. Seems to be dying or dehydrated. Not a lot of leaves compared to other shrubs.",Baccharis pilularis ssp. consanguinea,120,140,120,1,2,0,0,no,,4/30/2021 6:40:52 PM,pbonebra_UCSDOnline,4/30/2021 6:40:52 PM,pbonebra_UCSDOnline,-117.232247017071,32.8849134518879
245,014ecd67-c18a-4bec-832c-d935695d33f8,4/30/2021 6:40:00 PM,"Along path next to Warren Dinnjng Hall in dry gradient, north facing hill on hill side.  Also dead with gravel/sand base surrounded by other dead shrubs",Baccharis pilularis ssp. consanguinea,70,37,45,1,2,0,0,no,,4/30/2021 6:41:59 PM,pbonebra_UCSDOnline,4/30/2021 6:41:59 PM,pbonebra_UCSDOnline,-117.232342672541,32.8849497194581
246,1c83126f-0502-4f45-996f-08584c75e504,4/30/2021 6:43:00 PM,This shrub was planted it is right next to a road and a parking structure near shrubs are planted away from this one.,Baccharis pilularis ssp. consanguinea,191,229,226,3,2,0,15,no,,4/30/2021 6:49:53 PM,ldr002_UCSDOnline,4/30/2021 6:49:53 PM,ldr002_UCSDOnline,-117.238832423573,32.8843502747201
247,a715d865-e90b-47c6-9e6c-0cbceca56abb,4/30/2021 7:05:00 PM,It was in the eucalyptus forest right next to the challenge course. Dead eucalyptus  leaves around the plant isolated. ,Baccharis pilularis ssp. consanguinea,133,64,97,0,0,0,0,no,,4/30/2021 7:07:23 PM,ldr002_UCSDOnline,4/30/2021 7:07:23 PM,ldr002_UCSDOnline,-117.237846795579,32.888035420359
248,d14cc06b-0df4-400c-92c3-fce6b83d0ee8,4/30/2021 7:45:00 PM,This shrub was planted it is right next to a road and a parking structure near shrubs are planted away from this one.,Baccharis pilularis ssp. consanguinea,155,148,133,5,0,0,0,no,,4/30/2021 7:49:26 PM,ldr002_UCSDOnline,4/30/2021 7:49:26 PM,ldr002_UCSDOnline,-117.238529250135,32.8845633426987
249,1e5284fa-0bdf-4393-b41e-93b599743563,4/30/2021 7:49:00 PM,Found planted near the road on campus. The road is next to Hopkins parking structure. They are isolated from each other and the ground is composed of rocks,Baccharis pilularis ssp. consanguinea,171,203,195,10,0,2,0,no,There where a lot of little bugs in the bush ,4/30/2021 7:53:04 PM,ldr002_UCSDOnline,4/30/2021 7:53:04 PM,ldr002_UCSDOnline,-117.238774923717,32.8844079003044
250,4ffea4ba-9ded-48b6-98bd-cd66bf19b36c,4/30/2021 7:53:00 PM,Found planted near the road on campus. The road is next to Hopkins parking structure. They are isolated from each other and the ground is composed of rocks,Baccharis pilularis ssp. consanguinea,165,160,187,1,0,0,0,no,,4/30/2021 7:55:14 PM,ldr002_UCSDOnline,4/30/2021 7:55:14 PM,ldr002_UCSDOnline,-117.238761596491,32.8845642227986
251,f1aff805-b017-41c8-ab84-912270a5dd2e,4/30/2021 7:55:00 PM,Found planted near the road on campus. The road is next to Hopkins parking structure. They are isolated from each other and the ground is composed of rocks,Baccharis pilularis ssp. pilularis,88,122,118,2,0,0,0,no,There where spots that looked like white foam ,4/30/2021 7:57:27 PM,ldr002_UCSDOnline,4/30/2021 7:57:27 PM,ldr002_UCSDOnline,-117.238788837676,32.884651185044
252,1d3f7359-54bb-49ed-b4a9-ca649c73cb22,4/30/2021 7:57:00 PM,Found planted near the road on campus. The road is next to Hopkins parking structure. They are isolated from each other and the ground is composed of rocks,Baccharis pilularis ssp. consanguinea,94,44,32,4,3,0,0,no,,4/30/2021 7:59:07 PM,ldr002_UCSDOnline,4/30/2021 7:59:07 PM,ldr002_UCSDOnline,-117.238713568186,32.8847407456794
253,1fe7cc65-8917-4286-863a-f6e8723329e2,4/30/2021 7:59:00 PM,Found planted near the road on campus. The road is next to Hopkins parking structure. They are isolated from each other and the ground is composed of rocks,Baccharis pilularis ssp. pilularis,67,40,27,0,0,0,0,no,,4/30/2021 8:00:31 PM,ldr002_UCSDOnline,4/30/2021 8:00:31 PM,ldr002_UCSDOnline,-117.238822700565,32.8846999258109
254,cee556ef-d3ae-41bf-bd57-ad63f8c843f5,4/30/2021 8:01:00 PM,Found planted near the road on campus. The road is next to Hopkins parking structure. They are isolated from each other and the ground is composed of rocks,Baccharis pilularis ssp. consanguinea,33,18,40,2,0,0,0,no,It was a very small schrub and the gulls where big it bend the stem ,4/30/2021 8:02:46 PM,ldr002_UCSDOnline,4/30/2021 8:02:46 PM,ldr002_UCSDOnline,-117.238936862086,32.8845948167452
255,31091163-848f-4d0b-9812-5b36d9d09866,4/30/2021 8:03:00 PM,This scrub was found next to the road on campus close to RIMAC. There was a section with multiple schrubs adjacent to each other all planted there .There are Other species as well,Baccharis pilularis ssp. pilularis,152,96,77,0,0,7,0,no,,4/30/2021 8:06:24 PM,ldr002_UCSDOnline,4/30/2021 8:06:24 PM,ldr002_UCSDOnline,-117.238942897056,32.8846400790223
256,d3bd6111-58f2-4748-9d70-72746bf3e693,4/30/2021 8:06:00 PM,This scrub was found next to the road on campus close to RIMAC. There was a section with multiple schrubs adjacent to each other all planted there .There are Other species as well,Baccharis pilularis ssp. pilularis,73,38,33,0,0,0,0,no,,4/30/2021 8:07:41 PM,ldr002_UCSDOnline,4/30/2021 8:07:41 PM,ldr002_UCSDOnline,-117.238967623671,32.8846996743538
257,60b4c331-08bc-4bb4-a341-36ca86e89f26,4/30/2021 8:23:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,120,90,80,2,0,0,0,no,,4/30/2021 8:25:50 PM,ncirrito_UCSDOnline,4/30/2021 8:25:50 PM,ncirrito_UCSDOnline,-117.240341575486,32.8713609858416
258,baa3427d-5f4e-493c-b745-e4fbe144eee7,4/30/2021 8:25:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,125,140,115,3,4,3,0,yes,,4/30/2021 8:28:15 PM,ncirrito_UCSDOnline,4/30/2021 8:28:15 PM,ncirrito_UCSDOnline,-117.240342707869,32.8714922829429
259,d6b9f45b-eff5-4bb1-97b5-e7b9e29f085b,4/30/2021 8:28:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,150,155,90,18,1,0,0,no,,4/30/2021 8:30:08 PM,ncirrito_UCSDOnline,4/30/2021 8:30:08 PM,ncirrito_UCSDOnline,-117.240280642999,32.871420921029
260,4d6dc167-ded9-461d-91c2-5d1a0dbb501c,4/30/2021 8:30:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,160,60,70,9,7,0,0,no,slight yellowing of some branches but was unsure if it was puccinia evadens in the early stage or just a youthful branch ,4/30/2021 8:32:37 PM,ncirrito_UCSDOnline,4/30/2021 8:32:37 PM,ncirrito_UCSDOnline,-117.240344311718,32.8714316583388
261,f6761944-fbdd-40d5-a7dc-a5b05d5ce89b,4/30/2021 8:32:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,100,105,80,0,3,4,0,no,located in a patch of much taller coyote brush ,4/30/2021 8:34:33 PM,ncirrito_UCSDOnline,4/30/2021 8:34:33 PM,ncirrito_UCSDOnline,-117.240362694953,32.8714693573245
262,3e293d63-7910-4eb7-87f1-f13dcccabf4f,4/30/2021 8:35:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,50,50,40,1,0,0,0,no,smallest coyote brush in a patch of many larger ,4/30/2021 8:36:31 PM,ncirrito_UCSDOnline,4/30/2021 8:36:31 PM,ncirrito_UCSDOnline,-117.240404650849,32.8715171292087
263,61e86e70-965c-4c08-97eb-96a989cb7a4d,4/30/2021 8:36:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,200,300,250,6,8,4,0,no,largest (had to guesstimate size as it was too large for measuring tape) ,4/30/2021 8:39:10 PM,ncirrito_UCSDOnline,4/30/2021 8:39:10 PM,ncirrito_UCSDOnline,-117.240358613087,32.8714509399586
264,9ad3815e-c34c-4afc-8779-49b9c547babe,4/30/2021 8:39:00 PM,"
Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species. ",Baccharis pilularis ssp. consanguinea,150,160,155,0,2,0,0,no,,4/30/2021 8:40:48 PM,ncirrito_UCSDOnline,4/30/2021 8:40:48 PM,ncirrito_UCSDOnline,-117.240326369494,32.8715211435974
265,3b4d8063-1d9a-4d4d-a79c-c834df335634,4/30/2021 8:41:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species,Baccharis pilularis ssp. consanguinea,170,165,150,7,3,0,0,no,,4/30/2021 8:43:04 PM,ncirrito_UCSDOnline,4/30/2021 8:43:04 PM,ncirrito_UCSDOnline,-117.240299626134,32.8714379529326
266,c28bada9-42dc-431f-a3ff-d76f9bfd2204,4/30/2021 8:43:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species,Baccharis pilularis ssp. consanguinea,165,175,150,2,3,0,0,no,,4/30/2021 8:44:54 PM,ncirrito_UCSDOnline,4/30/2021 8:44:54 PM,ncirrito_UCSDOnline,-117.240226695347,32.871408168659
267,63b2bd6e-82d9-4a3f-9830-4f058e709253,4/30/2021 8:45:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species,Baccharis pilularis ssp. consanguinea,155,120,115,1,1,0,0,no,,4/30/2021 8:46:06 PM,ncirrito_UCSDOnline,4/30/2021 8:46:06 PM,ncirrito_UCSDOnline,-117.240288810532,32.8714384088173
268,7d151031-1e9c-4d06-9fd0-6f40058a4956,4/30/2021 8:46:00 PM,Located on the UCSD campus between the “La jolla Play house” and “Wagner Dance Building.” A man made flat-gradient lookout location with a pathway. Surrounded by other non-native and native species,Baccharis pilularis ssp. consanguinea,70,84,60,7,4,1,0,no,why is that the smaller coyote brush often have the most galls? ,4/30/2021 8:48:58 PM,ncirrito_UCSDOnline,4/30/2021 8:48:58 PM,ncirrito_UCSDOnline,-117.240336300501,32.8714205212799
269,d610d91d-2be6-4efa-8661-03740625cabb,4/30/2021 4:22:00 PM,"Lower growing shrub surrounded by other chaparral species. On a less traversed path, sandy-like soil.",Baccharis pilularis ssp. consanguinea,80,70,40,0,0,0,0,no,,4/30/2021 9:12:27 PM,pdan_UCSDOnline,4/30/2021 9:12:27 PM,pdan_UCSDOnline,-117.236148073009,32.8813056249584
270,a49f3340-454c-4d87-bad6-e32c2e906437,4/30/2021 4:33:00 PM,A few feet from a heavily traversed path. The soil was relatively dry with dry plant material. Shrub was surrounded by similar chaparral/coastal species such as Deerweed. ,Baccharis pilularis ssp. consanguinea,95,150,40,0,0,0,0,no,,4/30/2021 9:12:28 PM,pdan_UCSDOnline,4/30/2021 9:12:28 PM,pdan_UCSDOnline,-117.236441217904,32.8813733520067
271,0a66801d-4c51-4efc-9bb5-f287d6a4b834,4/30/2021 4:41:00 PM,"Only a portion of an impressive shrub that was competing for space with another species. Although I only captured part of it, there didn’t seem to be any other galls. ",Baccharis pilularis ssp. consanguinea,70,25,15,1,0,0,0,no,,4/30/2021 9:12:30 PM,pdan_UCSDOnline,4/30/2021 9:12:30 PM,pdan_UCSDOnline,-117.236696826726,32.881453595935
272,f740e37f-8439-431b-93f2-a73c3d292f79,4/30/2021 4:47:00 PM,About 2 feet off from a heavily traversed path. Dry soil and sediment. Right next to reclaim water boxes which might mean exposure to disturbances. Growing in competition with other native shrubs.,Baccharis pilularis ssp. consanguinea,104,78,45,1,0,0,0,no,,4/30/2021 9:12:31 PM,pdan_UCSDOnline,4/30/2021 9:12:31 PM,pdan_UCSDOnline,-117.236771773737,32.8816451402545
273,74ee8f66-63f1-4243-9958-00b684543083,4/30/2021 4:52:00 PM,"This shrub seemed to be growing very closely to a Lemonade Berry shrub, its branches having to adapt keeping it low to the ground. There is however a sprinkler which is what might be keeping both of these organisms healthy. A foot or so from path. ",Baccharis pilularis ssp. consanguinea,80,84,60,2,1,0,2,no,,4/30/2021 9:12:32 PM,pdan_UCSDOnline,4/30/2021 9:12:32 PM,pdan_UCSDOnline,-117.237077716317,32.8816995442249
274,86c22d7d-fdd8-449f-871f-c5b52aefb938,4/30/2021 5:06:00 PM,"Keeping for space, this shrub had a single, relatively weak branch. Very dry area with lots of sun exposure. However, almost completely undisputed by humans. ",Baccharis pilularis ssp. consanguinea,50,20,15,1,0,0,0,no,,4/30/2021 9:12:33 PM,pdan_UCSDOnline,4/30/2021 9:12:33 PM,pdan_UCSDOnline,-117.237998442693,32.8813579407034
275,ca45a9a4-c218-4fe5-8e74-f461f4fa291d,4/30/2021 5:13:00 PM,At certain times of day this shrub is either fully exposed to sunlight or in the shade. It shared its root system with multiple other species. In an area with very little human disturbance,Baccharis pilularis ssp. consanguinea,177,85,50,0,0,1,0,no,,4/30/2021 9:12:33 PM,pdan_UCSDOnline,4/30/2021 9:12:33 PM,pdan_UCSDOnline,-117.237985428527,32.8812895388154
276,dc40cbe2-15bb-4d18-a6c5-c0d468ab2e8f,4/30/2021 5:18:00 PM,"Dry conditions, heavy sun exposure. About 6 ft away from a sprinkler. Dense patch of shrubs. ",Baccharis pilularis ssp. consanguinea,175,155,93,2,2,1,0,no,,4/30/2021 9:12:35 PM,pdan_UCSDOnline,4/30/2021 9:12:35 PM,pdan_UCSDOnline,-117.238000150004,32.8812689514871
277,833f080a-ef40-4a56-8707-22021b98c5dd,4/30/2021 5:24:00 PM,Unsure whether branches are growing so low in response to sun or not. High sun exposure. Growing close to other species such as Deerweed and Lemonade Berry,Baccharis pilularis ssp. consanguinea,150,50,160,6,4,0,0,yes,,4/30/2021 9:12:36 PM,pdan_UCSDOnline,4/30/2021 9:12:36 PM,pdan_UCSDOnline,-117.237944633893,32.8812833126414
278,1a4c17f4-9608-4812-a228-3166eb185ba4,4/30/2021 5:32:00 PM,Surrounded by dry sediment and plant material. Very close to a tall ecalyptus tree which might indicate competition for resources. Very brittle branches. Drying leaves. ,Baccharis pilularis ssp. consanguinea,110,87,73,0,4,0,0,no,,4/30/2021 9:12:37 PM,pdan_UCSDOnline,4/30/2021 9:12:37 PM,pdan_UCSDOnline,-117.237971066412,32.8815795872436
279,e36c4d78-b7b0-4da9-ab51-f3b63e863786,4/30/2021 5:38:00 PM,"Extremely dry conditions, hard soil, a lot oun exposure. This shrub’s stems were brittle and losing its greenness near the base. ",Baccharis pilularis ssp. consanguinea,130,70,55,0,1,0,0,no,,4/30/2021 9:12:38 PM,pdan_UCSDOnline,4/30/2021 9:12:38 PM,pdan_UCSDOnline,-117.237837890418,32.8820053344674
280,15f0a786-86f4-4eb1-a5e9-2c758125a8ab,4/30/2021 5:45:00 PM,"Growing in dry soil and plant material. Roots of competing plants were intertwined. While parts of this shrub were dry and brittle, small patches were green. ",Baccharis pilularis ssp. consanguinea,180,213,70,2,0,0,0,no,,4/30/2021 9:12:39 PM,pdan_UCSDOnline,4/30/2021 9:12:39 PM,pdan_UCSDOnline,-117.238474677701,32.882468847221
281,dcb26117-87ea-4c81-998c-7c7d90e69709,4/30/2021 9:12:00 PM,Found in front of Peterson hall,Baccharis pilularis ssp. consanguinea,28,44,32,0,0,0,0,no,,4/30/2021 9:14:24 PM,jalpizar_UCSDOnline,4/30/2021 9:14:24 PM,jalpizar_UCSDOnline,-117.240021310379,32.8798079843701
282,0e2d8434-80fb-496e-b486-57fa2deeeb47,4/30/2021 9:14:00 PM,Found in front of Peterson hall,Baccharis pilularis ssp. pilularis,10,31,42,0,1,0,0,yes,,4/30/2021 9:15:21 PM,jalpizar_UCSDOnline,4/30/2021 9:15:21 PM,jalpizar_UCSDOnline,-117.239973295818,32.8799227410986
283,44aa221f-ba72-4e77-ae54-d162ef24f586,4/30/2021 9:15:00 PM,Found in front of Peterson hall,Baccharis pilularis ssp. pilularis,17,43,290,0,2,0,0,no,,4/30/2021 9:16:19 PM,jalpizar_UCSDOnline,4/30/2021 9:16:19 PM,jalpizar_UCSDOnline,-117.239990395677,32.8800038776669
284,f583c0cb-5ef3-4673-b8f9-8a85b5c981e6,4/30/2021 9:24:00 PM,Behind giesel ,Baccharis pilularis ssp. consanguinea,33,19,23,0,0,0,0,no,,4/30/2021 9:25:37 PM,jalpizar_UCSDOnline,4/30/2021 9:25:37 PM,jalpizar_UCSDOnline,-117.237291339457,32.8817231227944
285,febd42ca-9909-42ed-8bad-d900551e77ee,4/30/2021 9:27:00 PM,Behind giesel,Baccharis pilularis ssp. consanguinea,20,16,10,0,0,0,0,no,,4/30/2021 9:28:01 PM,jalpizar_UCSDOnline,4/30/2021 9:28:01 PM,jalpizar_UCSDOnline,-117.236441561221,32.8813294466322
286,2b1db41f-6d51-41f6-9450-64bbac2522d9,4/30/2021 11:01:00 PM,Shrub located in a cultivated area with little plants around. Ground is covered with wood chips.,Baccharis pilularis ssp. consanguinea,158,122,163,0,0,0,0,no,,4/30/2021 11:08:34 PM,evzhou_UCSDOnline,4/30/2021 11:08:34 PM,evzhou_UCSDOnline,-117.236008308937,32.8813423868576
287,c1cacfee-56b8-4f2e-ab9d-2d986789dc53,4/30/2021 11:09:00 PM,Scrub is low lying and located near sprinkler. Soil is relatively moist.,Baccharis pilularis ssp. pilularis,117,82,91,0,0,0,0,no,,4/30/2021 11:11:46 PM,evzhou_UCSDOnline,4/30/2021 11:11:46 PM,evzhou_UCSDOnline,-117.236108695517,32.8813235776052
288,0640553f-f36e-4262-8177-8b12c5b16b46,4/30/2021 11:12:00 PM,Area has many plants ranging from low lying to upright. Some yellowing areas in scrub.,Baccharis pilularis ssp. consanguinea,135,87,86,0,0,0,0,no,"No galls found, but shrub has dried flowers",4/30/2021 11:15:26 PM,evzhou_UCSDOnline,4/30/2021 11:15:26 PM,evzhou_UCSDOnline,-117.236070496286,32.8812588121509
289,a3518750-2606-487d-9936-82f518f4b293,4/30/2021 11:15:00 PM,Area assessed is next to start of snake walk path. Ground of scrub is covered in wood chips.00,Baccharis pilularis ssp. consanguinea,28,30,32,0,0,0,0,no,,4/30/2021 11:17:56 PM,evzhou_UCSDOnline,4/30/2021 11:17:56 PM,evzhou_UCSDOnline,-117.236053005571,32.8812726583599
290,3c9a8176-7c6a-4c4f-bf9f-38ecdfab28d6,4/30/2021 11:18:00 PM,Area is relatively free of plants with only few low lying plants. ,Baccharis pilularis ssp. consanguinea,158,149,137,0,0,0,0,no,"No galls observed in plant, only dried flowers",4/30/2021 11:22:53 PM,evzhou_UCSDOnline,4/30/2021 11:22:53 PM,evzhou_UCSDOnline,-117.236246182967,32.8812412776263
